gene	FPKM	bivalency_status
Usp40	2.24341	H3K4me3
Evx1	0	H3K27me3
Kbtbd4	7.48697	H3K4me3
Celf1	32.3367	H3K4me3
Ndufs3	27.9955	H3K4me3
Por	18.7091	none
Igf1r	6.80975	H3K27me3
Insr	16.7679	H3K4me3
Fcer2a	0.196604	H3K27me3
Cyp2a5	0.852469	none
Atp4a	0	H3K27me3
Trim28	13.7854	none
Ube2m	27.3442	none
Adcy9	34.3133	none
Mef2c	167.329	none
Ctr9	6.85709	H3K4me3
Eif4g2	79.5897	none
Mrvi1	0.269854	H3K27me3
Pcyt1a	1.80217	H3K4me3
Zfp592	7.43157	none
Psmd4	139.273	H3K4me3
Tmod4	0	none
Insrr	0.016189	Bivalent
Cabp5	0	none
Snx6	7.07069	H3K4me3
Mthfd2	2.76341	H3K4me3
Kit	3.07584	Bivalent
Tomm40l	5.31306	H3K4me3
Nr1i3	0.0558449	H3K27me3
Apoa2	0	none
Pan2	0.425202	H3K4me3
Cs	23.905	H3K4me3
Ampd3	4.17233	H3K4me3
Bcas2	3.98247	H3K4me3
Sh2d1a	0.0428896	none
Ctcf	15.2429	H3K4me3
Pard6a	3.99433	none
Agrp	0.107019	H3K4me3
Pvalb	1.68229	H3K27me3
Tfap4	1.31751	H3K4me3
Ranbp1	42.2488	H3K4me3
Cd247	1.32053	H3K27me3
Rfx5	2.63482	Bivalent
Psmb4	43.8331	Bivalent
Mmp8	0	H3K27me3
Slc30a4	8.44065	H3K4me3
Sqor	0.0295592	Bivalent
Bloc1s6	7.50802	Bivalent
Metap1	8.3771	H3K4me3
Gpr108	2.05015	Bivalent
Tnfsf14	0	H3K27me3
Gata6	0	H3K27me3
Rsl1d1	41.0233	H3K4me3
Cnga2	0	none
Apc	53.1962	H3K4me3
Reep5	70.036	H3K4me3
Ergic3	10.5127	H3K4me3
Uqcc1	23.3818	H3K4me3
Spo11	0	Bivalent
Ncoa2	36.3799	none
Prl4a1	0	none
Trh	1.61238	H3K27me3
Nr2c2	7.06498	H3K4me3
Nr2c1	0.547672	H3K4me3
Smpd4	1.76386	H3K4me3
Pex1	8.52144	H3K4me3
Otx1	0.00901772	H3K27me3
Kctd20	8.51196	H3K4me3
Itgae	0	none
Ctns	1.77368	H3K4me3
P2rx5	0.0604684	Bivalent
Shpk	0.272506	H3K4me3
Trpv1	0	H3K27me3
Ephb3	0.424929	Bivalent
Tuft1	0.181457	Bivalent
Rcn1	29.0841	Bivalent
Dnase1	2.21112	none
Trap1	16.4331	H3K4me3
Naa60	10.0932	H3K4me3
1700037C18Rik	0.974694	H3K4me3
Ankrd13d	4.84319	H3K4me3
Tyrp1	0	none
Tpr	37.9215	H3K4me3
Pdc	0	none
Odr4	12.0649	H3K4me3
Prg4	0.0587506	H3K27me3
Dhx34	1.98898	Bivalent
Kptn	3.64126	H3K4me3
Napa	18.5617	H3K4me3
Sra1	18.0159	H3K4me3
Calcoco2	0	H3K27me3
Atp5g1	21.013	H3K4me3
Snf8	4.48536	Bivalent
Tbcb	11.7019	H3K4me3
Inpp5k	2.2623	H3K4me3
Crkl	8.16445	H3K4me3
Upk3bl	0	H3K27me3
Eps8l1	1.77425	H3K4me3
Clint1	9.73255	Bivalent
Prss16	0	H3K27me3
Cdkal1	7.47109	H3K4me3
Rhox6	0	none
5430419D17Rik	0.00277979	H3K27me3
Htra1	0.549133	Bivalent
Zbtb17	3.2165	H3K4me3
Clcnkb	0	none
Fam131c	0.211479	Bivalent
Fblim1	1.15351	H3K27me3
Hspb7	0	H3K27me3
Epor	3.30288	H3K27me3
Ccdc159	0.411348	H3K4me3
Mob1b	2.57622	none
Atp6v1b1	0.12275	H3K27me3
Vax1	0.484428	H3K27me3
Atp6v1b2	50.6364	H3K4me3
Eps15l1	11.0302	H3K4me3
Tep1	0.316384	Bivalent
Ttc5	9.5589	H3K4me3
Osgep	16.2739	H3K4me3
Aamp	55.4976	H3K4me3
Tmbim1	0.759067	H3K4me3
Arpc2	23.8688	H3K4me3
Kmt2b	7.89617	none
Zbtb32	0.12061	Bivalent
Etv2	0	H3K27me3
Upk1a	0.0191432	none
Tmem147	6.42426	H3K4me3
Rps9	17.5299	H3K4me3
Tfpt	13.7463	H3K4me3
Susd2	1.57091	H3K4me3
Ggt5	0	H3K4me3
Ggt1	0	H3K27me3
Crip2	16.9117	H3K4me3
Crip1	0.0260134	H3K27me3
Cbfa2t3	6.15459	H3K27me3
Fbln1	0.0836606	Bivalent
Pgrmc1	102.225	H3K4me3
Gcat	0.134275	H3K4me3
Tek	0.0197264	H3K27me3
Mpl	0	none
Elovl1	0.1015	H3K4me3
Med8	3.78	H3K4me3
Hyi	0.772039	Bivalent
Cdc20	0.209107	H3K4me3
Adamts4	0.28405	H3K27me3
Nectin4	0.085545	H3K27me3
Pfdn2	8.46227	H3K4me3
Rnf114	9.38489	none
C330007P06Rik	10.4149	H3K4me3
Neurl1a	28.035	Bivalent
Srm	10.2404	H3K4me3
Epha2	0.00594291	Bivalent
Rbm14	12.8323	H3K4me3
Actn3	0.191414	Bivalent
A530013C23Rik	0	none
Zdhhc24	3.64125	Bivalent
Bbs1	8.60776	H3K4me3
Slc34a3	0	H3K27me3
Ndor1	2.79784	H3K4me3
Nsmf	30.1289	H3K4me3
Prl7a1	0	none
Prl8a9	0	none
Pdk1	3.01764	H3K4me3
Ptbp1	2.39712	H3K4me3
Mvd	2.12705	H3K4me3
Cyba	0	Bivalent
Itih3	0.171859	none
Stimate	2.08826	H3K4me3
Sfmbt1	3.40715	H3K4me3
Itih1	0.00861894	H3K27me3
Ihh	0.0326503	H3K27me3
Prkag3	0.00839935	H3K27me3
Cryba2	0	H3K27me3
Atp7b	0.0771592	Bivalent
Defb2	0	none
Slc4a1	0	H3K27me3
Rundc3a	18.671	none
Slc4a3	17.7271	none
Cdt1	0.0512033	H3K4me3
Runx1t1	39.1956	H3K27me3
Snai3	0.0694797	H3K27me3
Aprt	8.65621	Bivalent
Gtf2h1	5.3288	H3K4me3
Hfe	0.00654689	Bivalent
Abhd1	0.0529636	H3K4me3
Slc5a6	2.50607	H3K4me3
Tcf23	0	H3K27me3
Nphs1	0.0438265	Bivalent
Aplp1	277.615	H3K4me3
Qrich1	39.5936	H3K4me3
P4htm	23.6426	H3K4me3
Usp19	8.05812	H3K4me3
Pola1	0.56179	H3K4me3
Cdc42	62.2833	H3K4me3
Pknox1	3.26539	H3K4me3
D130043K22Rik	6.53955	Bivalent
Gmnn	2.13399	H3K4me3
Acot13	50.2533	H3K4me3
Zfp184	1.09243	H3K4me3
Cyp27b1	0	Bivalent
Cdk4	2.48775	none
B4galnt1	14.1908	H3K27me3
Mettl1	2.04785	Bivalent
Tspan31	8.72428	H3K4me3
Kif5b	65.5704	H3K4me3
Saal1	1.90319	Bivalent
Tph2	0.018235	H3K27me3
Krt23	0.0215017	H3K27me3
Cnp	4.12655	none
Ttc25	0.0938689	H3K4me3
Sulf2	5.33606	H3K27me3
Sod2	40.0141	H3K4me3
Tmco6	0.554708	H3K4me3
Stambp	7.6384	Bivalent
Ezh1	12.7346	Bivalent
Hap1	136.772	Bivalent
P3h4	0.254807	Bivalent
Ctnnb1	146.218	H3K27me3
Eif1b	9.07143	H3K4me3
Klk4	0	H3K27me3
Chrd	0.0687048	Bivalent
Psmd2	21.4374	H3K4me3
Syngr3	26.6835	Bivalent
Vars	3.92944	H3K4me3
Vwa7	0.123994	none
Hspa1l	0.394966	Bivalent
Slc44a4	0	none
Msh5	0	H3K27me3
Abhd16a	6.87735	H3K4me3
Neu1	6.62329	H3K4me3
Ddah2	0.102328	Bivalent
Clic1	0.0499199	H3K27me3
Lsm2	2.14039	H3K4me3
Pole	0.0120824	Bivalent
Atp1a2	5.26963	H3K27me3
Atp1a4	0	none
Casq1	0.101632	none
Stx1a	4.89377	H3K4me3
Ceacam9	0	H3K27me3
Zfp775	2.34976	H3K4me3
Scube2	0.0428264	Bivalent
Mrpl49	10.5335	none
Dennd2c	0.0255142	Bivalent
Mark3	9.80693	H3K4me3
Gatad1	26.8827	none
Pcdha11	0.828975	none
2310003L06Rik	0	none
M6pr	9.00708	H3K4me3
Lrrc8a	6.88858	H3K4me3
Mc5r	0.0133817	Bivalent
Ppp2r1a	111.01	H3K4me3
Fance	2.39831	H3K4me3
Tinf2	4.22055	H3K4me3
Tssk4	0.0622099	none
Hapln4	2.51632	H3K27me3
Dus3l	2.82596	H3K4me3
Gtpbp3	4.92327	none
Tgfbr1	0.486583	H3K27me3
Homer1	56.9871	none
Rad51c	0.555074	H3K4me3
Gabrb2	31.8156	H3K4me3
Cav1	0.663161	H3K27me3
Arpp19	297.67	H3K4me3
Bcl2l1	36.0786	none
Khsrp	40.373	H3K4me3
Dio2	1.09712	Bivalent
Ccdc124	41.2082	H3K4me3
Cct4	22.6373	H3K4me3
0610009B22Rik	4.05926	H3K4me3
Cpt1c	15.2699	H3K4me3
Twist2	0.0482423	Bivalent
Zfp655	6.47765	H3K4me3
Rhoa	16.0298	H3K4me3
Zmiz1	16.2203	H3K27me3
Ankrd26	7.38943	H3K4me3
Aldh16a1	0.72358	H3K4me3
Hnrnpa0	40.5001	H3K4me3
Prrg2	1.79592	H3K4me3
Hnrnph1	35.8117	H3K4me3
Ift43	1.11115	H3K4me3
Id3	0.245562	H3K27me3
Tcap	0.042943	H3K27me3
Arid1a	61.8222	none
Crlf1	0	H3K27me3
Ctsd	22.199	H3K4me3
Rplp1	192.362	H3K4me3
Cabs1	0	none
Hmgcll1	2.18628	H3K4me3
Ttc9b	6.68018	H3K4me3
Phox2a	0	H3K27me3
Abhd8	31.4991	none
Ift22	8.98471	H3K4me3
Fzd3	26.2774	H3K4me3
1700008O03Rik	0.249074	H3K4me3
Mid1ip1	8.95965	none
Ap2s1	9.5913	H3K4me3
Fgfrl1	0.334996	H3K27me3
4930432K21Rik	0.448495	H3K4me3
Fhl2	2.93606	none
Emc10	37.6681	H3K4me3
Clstn3	85.7637	none
Fbxw9	0.700323	H3K4me3
Spib	0.0516704	H3K27me3
Fnbp4	5.61906	H3K4me3
Cers4	5.29434	H3K4me3
Scrn3	5.4815	H3K4me3
Phax	66.154	H3K4me3
Tle1	16.5705	H3K27me3
1700109H08Rik	0.0858219	none
Relt	1.39404	H3K4me3
Snrpb2	2.97736	Bivalent
Ubc	47.7208	H3K4me3
Prpf31	6.09969	H3K4me3
Sertad1	2.07155	none
Carhsp1	17.7816	H3K4me3
Elk3	0.563401	Bivalent
Herpud2	9.60832	none
Rdh13	3.9215	H3K4me3
Adam21	0.217006	none
Nutf2	0.851324	none
Fut1	0	H3K27me3
Arpc5	12.0671	H3K4me3
Rnf151	0	none
Elavl2	8.08219	Bivalent
Pou2f2	3.42872	H3K27me3
Mgst1	0.235808	Bivalent
Nfib	2.69872	Bivalent
Htr3b	0	H3K27me3
Rab25	0	none
Ubqln4	11.7442	H3K4me3
Rbfox1	88.5873	Bivalent
Rps18	44.3849	H3K4me3
Rpl10	9.46131	H3K4me3
Rps15a	69.9293	H3K4me3
Ncaph2	6.4989	H3K4me3
Hipk1	36.1215	Bivalent
Gprc5b	3.01337	H3K27me3
Man1a2	69.2726	none
Ceacam5	0	none
Tppp2	0	H3K27me3
Acyp1	3.04293	H3K4me3
Cldn13	0	H3K27me3
Cd163	0.704622	none
Hdac5	45.659	none
Rala	26.7284	H3K4me3
Clec3a	0	none
Vdac3	52.5809	H3K4me3
Slc1a7	0.0415116	H3K27me3
Vps72	12.4248	H3K4me3
Gabpa	6.59083	none
Bmp7	1.45575	H3K27me3
Dynll1	89.7521	none
Pdcl	11.1357	H3K4me3
Tmem184b	31.5547	H3K4me3
Gm5965	0	none
Rsph14	0	none
Nf2	18.5964	H3K4me3
Cabp7	2.7195	Bivalent
Zmat5	0.982716	H3K4me3
Ewsr1	151.319	H3K4me3
Ap1b1	9.49518	H3K4me3
Derl3	0.3271	H3K4me3
Gstt4	0	none
Tbx1	0	H3K27me3
Gnat2	0	H3K27me3
Bcl2l13	4.32367	H3K4me3
2610028H24Rik	0.00119776	H3K27me3
Spatc1l	0	none
Dqx1	0	H3K27me3
Ccl8	0	H3K27me3
Lnpk	9.28536	H3K4me3
Prr29	0	none
Mymk	0	H3K27me3
Fam163b	14.3365	Bivalent
Trpm5	0.049316	H3K27me3
Ascl2	0.0158229	Bivalent
Rarres2	0.744966	none
Pttg1ip	7.37907	H3K4me3
Trpm2	5.22614	H3K4me3
Ube2g2	6.3533	H3K4me3
Mpo	0	H3K27me3
Lpo	0	H3K27me3
Met	0.0365555	Bivalent
Slc16a12	0.0190467	Bivalent
Syn2	51.589	H3K4me3
Elk1	13.6419	H3K4me3
Nav1	14.5895	Bivalent
Tnpo1	4.28486	H3K4me3
Myod1	0.017649	H3K27me3
Otog	0	H3K27me3
Rnmt	37.593	H3K4me3
Kcnq1	0	Bivalent
Srp14	56.9802	H3K4me3
6330409D20Rik	0.136673	Bivalent
Cdk9	21.2272	Bivalent
Tor2a	4.62394	H3K4me3
Fpgs	0.472393	none
Mrtfb	87.403	H3K4me3
Cbx5	92.9462	H3K4me3
Odam	0	none
Apobec3	0.112538	Bivalent
St6galnac1	0	none
Taf7l	0.043878	none
Sardh	0.484759	H3K27me3
Vav2	1.46442	H3K27me3
Tex15	0.487642	Bivalent
Ppp2cb	28.5851	H3K4me3
G0s2	0.671717	H3K4me3
Dmap1	8.14014	H3K4me3
Pla2g12b	0	none
Mcu	13.3917	H3K4me3
Oit3	0.0186409	H3K27me3
Tex11	0.0201662	none
Bcr	49.2526	none
Fxyd5	0.231164	Bivalent
Kcnd1	3.89313	H3K4me3
Tfcp2	6.32183	H3K4me3
Pou6f2	1.26907	none
Pou6f1	16.9488	H3K4me3
Ubp1	5.32469	H3K4me3
Nuak2	0.0193048	Bivalent
Ick	1.11205	H3K4me3
Sdhb	5.30632	none
Cox4i2	0	H3K27me3
Snap47	139.892	H3K4me3
Wnt3a	0	Bivalent
Kdsr	5.4474	H3K4me3
Vps4b	18.5256	Bivalent
Rps25	14.996	H3K4me3
Nxf2	0.0416608	H3K4me3
Taz	4.30888	H3K4me3
Kif19a	0.430322	Bivalent
Aldh3a2	10.1139	Bivalent
Zmynd10	0.983212	none
Tmem115	5.95258	H3K4me3
Hyal2	1.27023	none
Ifrd2	0.742888	H3K4me3
Hyal1	0.113321	none
Tusc2	11.8342	H3K4me3
Nprl2	1.76145	H3K4me3
Slc38a3	0.248487	H3K27me3
Cacna2d2	25.3419	H3K27me3
Rassf1	2.33	none
Epn3	0.182138	Bivalent
Rnf112	28.5159	H3K4me3
Slc3a2	44.4434	H3K4me3
Nxf1	3.09436	H3K4me3
Stx5a	2.64849	H3K4me3
Slc47a1	0	H3K27me3
Pifo	0.225912	none
Tnfrsf13b	0.547808	none
Spire2	3.40659	Bivalent
Prox1	0.481219	Bivalent
Raver1	7.58221	H3K4me3
2610507B11Rik	12.8232	H3K4me3
AI597479	3.51634	H3K4me3
Tmem86a	1.51435	Bivalent
Optc	0.250044	Bivalent
Tex14	0.00511436	H3K4me3
Ifi35	0.107058	H3K4me3
Rdm1	0	H3K4me3
Nedd8	31.4882	H3K4me3
Gosr1	20.2194	Bivalent
Mrpl52	4.85632	H3K4me3
Spaca7	0	H3K27me3
Kansl3	16.4425	H3K4me3
Eya4	0.074924	H3K27me3
Ebf3	0.0069494	H3K27me3
Uckl1os	0.267057	none
Myt1	2.27375	H3K27me3
Faf1	1.18443	H3K4me3
Gm266	0.164117	Bivalent
Tsacc	0.0597834	H3K4me3
Mettl16	4.46265	H3K4me3
Dazl	1.40538	H3K4me3
Apol7a	0.01809	none
Pigyl	12.2961	H3K4me3
Rbm25	26.0252	H3K4me3
Psen2	2.03757	H3K27me3
Acaa1b	0.0893837	Bivalent
Plcd1	0.0725726	Bivalent
Fads1	3.94484	H3K4me3
Lmbr1	6.68856	H3K4me3
Tnfrsf22	0.244744	Bivalent
Cars	9.06851	H3K4me3
Phlda2	0	H3K27me3
Asz1	0	none
Wnt2	6.5821	Bivalent
Gabra1	57.7868	Bivalent
Grid2ip	0.0137258	H3K27me3
Kdelr3	0.0970263	Bivalent
Cfap97d1	0	H3K4me3
Apip	0.340828	H3K4me3
Pdhx	20.8232	H3K4me3
Vac14	3.66973	Bivalent
Mcoln2	0	Bivalent
Slc5a1	0	H3K27me3
Akt1s1	12.8386	none
Tbrg1	12.0483	H3K4me3
Panx3	0	H3K27me3
Adssl1	0.39015	none
Cfap161	0.130694	H3K27me3
Brf1	11.4077	H3K4me3
Vipr2	0.01451	Bivalent
Odc1	7.31065	H3K4me3
Thg1l	4.23388	Bivalent
Adam19	0.88839	Bivalent
Pabpc4	1.54906	none
Exoc3l2	0	H3K27me3
Zfp296	0.0448077	H3K27me3
Plin5	0.0481346	Bivalent
Sugp1	4.47623	H3K4me3
Dmrtc2	0	H3K27me3
Gm5893	0	H3K27me3
Dhdh	6.00114	H3K4me3
Zfp790	6.07465	H3K4me3
Cpb1	0	none
Slc25a41	0	H3K27me3
Fsd1	4.70308	H3K4me3
Pinlyp	0	H3K4me3
Fuz	2.26962	none
Sptbn4	47.2809	none
Pgam1	18.838	H3K4me3
Evi5	16.9227	H3K27me3
Evi5l	8.26908	H3K4me3
Snapc2	18.2752	H3K4me3
Git1	27.5675	none
Gltp	1.3213	Bivalent
Bnip2	2.04816	H3K4me3
Ccnt1	15.7602	H3K27me3
Scarf2	0.210634	H3K27me3
4930579F01Rik	0	H3K27me3
Brms1l	22.0346	H3K4me3
Med15	48.2667	H3K27me3
Dhdds	7.09552	Bivalent
Crybg2	0.0858642	H3K27me3
Ubxn11	0.642964	H3K4me3
Mogat1	0	Bivalent
Tex22	0.0268013	H3K4me3
Wnt8a	0	H3K27me3
Tjap1	3.30317	Bivalent
Ehf	0.0611542	H3K27me3
Nanog	0	H3K27me3
Rpl15	22.9249	H3K4me3
Tmem167	3.21206	H3K4me3
Steap4	0.0327173	H3K27me3
Mplkip	3.01885	H3K4me3
Kif11	0.132881	Bivalent
Rpa3	2.56061	H3K4me3
Mlkl	0	Bivalent
Phox2b	0	H3K27me3
Tnpo3	17.6066	Bivalent
Ttll5	2.15472	H3K4me3
Zfp715	5.10436	H3K4me3
Retn	0.307855	none
Acp4	0	none
Cdh23	0.720579	H3K27me3
Rps5	5.20921	H3K4me3
Podnl1	0.00830496	H3K27me3
Adgrl1	132.912	none
Amotl1	18.7767	none
2200002J24Rik	0	H3K27me3
Etv5	15.9447	Bivalent
Tmem190	0	H3K27me3
Gfod2	12.6394	H3K4me3
Enkd1	1.38506	H3K4me3
4933405L10Rik	0.0249519	H3K4me3
Atp6v0d1	49.5404	H3K4me3
Ptprs	75.6479	none
Slc41a1	6.08011	H3K4me3
Fer1l4	0	H3K27me3
4931406B18Rik	0	H3K27me3
Iglon5	6.51541	Bivalent
Igf2bp1	0	H3K27me3
B4galnt2	0	H3K27me3
Zfp651	12.0033	none
Nelfb	5.90823	H3K4me3
Card14	0	H3K27me3
Tmem175	3.83493	H3K4me3
Bcas1	2.9686	H3K27me3
Tango2	13.9121	none
4833413E03Rik	0	none
Aldh1a2	0	H3K27me3
Ndufs2	84.8576	H3K27me3
Snx31	0.183241	Bivalent
Atraid	3.39365	H3K4me3
Cad	1.77098	H3K4me3
Lypd8	0	H3K27me3
Sh3bp5l	4.63475	H3K4me3
1810065E05Rik	0	H3K27me3
Atad1	21.0833	none
Pten	20.1307	none
4933402N03Rik	0	H3K27me3
Pea15a	47.0978	H3K4me3
Timm23	13.415	H3K4me3
Tnfaip8l2	0.154734	none
Trnt1	6.50828	Bivalent
Ly6g6e	0	Bivalent
Ehmt2	8.5445	none
Elof1	10.0103	Bivalent
Med16	15.747	H3K4me3
St3gal1	4.32582	H3K27me3
Tmem259	17.2836	none
Rnf170	4.32422	H3K4me3
Clip3	110.928	none
Thap8	0.0299042	Bivalent
Myl2	0.088046	H3K27me3
Dedd	3.36815	H3K4me3
Mcemp1	0.0180611	H3K27me3
Nit1	8.62655	H3K4me3
Pax5	0.00773105	H3K27me3
Prdm15	2.90723	H3K4me3
Rnf168	9.93471	H3K4me3
Tctex1d2	1.57737	H3K4me3
Chp1	11.1626	H3K4me3
Sval2	0	none
Trpv4	0.160439	Bivalent
Klhl3	16.9693	none
Tvp23b	2.26445	H3K4me3
Dnajc7	48.273	H3K4me3
Zfp385c	0.294627	H3K27me3
Cacybp	35.823	H3K4me3
Cluap1	2.55034	H3K4me3
Zswim7	1.55916	H3K4me3
Pigl	1.48883	none
Ndufa2	32.0073	H3K4me3
Pam16	15.4906	H3K4me3
Glis2	0.59242	H3K4me3
Cox6c	248.435	H3K4me3
Bicc1	0.484162	Bivalent
Ube2z	13.8362	H3K4me3
Gip	0	H3K27me3
Tmem87b	6.00603	Bivalent
Anapc1	14.4441	Bivalent
Mertk	0.282178	Bivalent
Tsg101	39.8191	H3K4me3
Hps5	1.51357	H3K4me3
Map3k4	12.2738	H3K4me3
Piezo1	0.188305	H3K27me3
Blk	0	H3K27me3
Rnf166	12.1607	H3K4me3
Ankrd28	10.1149	H3K4me3
Ankrd52	3.47646	H3K4me3
Pkd2l2	0.217011	H3K4me3
Srp19	19.8956	H3K4me3
Tmbim7	0	none
Clec4f	0.0657136	H3K27me3
Klra17	0	none
Wdfy2	0.760757	H3K4me3
Rbsn	13.9179	Bivalent
Mrps25	18.0809	H3K4me3
Dguok	4.60469	H3K4me3
Camta1	92.548	Bivalent
Csf1	1.20837	Bivalent
Strip1	3.83635	H3K4me3
Kif1a	142.886	H3K4me3
Alx3	0	H3K27me3
Slc25a11	27.336	none
Chrne	0	none
Cmc2	7.29414	H3K4me3
Chfr	2.56108	H3K4me3
Ceacam16	0.0224317	H3K27me3
Hoxa2	0	H3K27me3
Adam28	0	H3K27me3
Ankrd53	0.114771	H3K27me3
Tex261	3.36816	H3K4me3
Fam120b	13.5024	Bivalent
Tbp	7.20387	H3K4me3
Psmb1	35.5838	none
Pdcd2	8.68221	H3K4me3
Dll1	3.97159	H3K27me3
Nol3	2.44382	Bivalent
Fhod1	0.1705	none
Plekhg4	0.0378361	H3K27me3
Slc9a5	3.48839	none
Elmo3	0.448171	H3K4me3
Stc1	1.18318	H3K27me3
4931428F04Rik	4.01142	H3K4me3
Tppp3	3.89725	H3K4me3
Msh3	18.5573	H3K4me3
Adamts13	0.0739834	H3K27me3
Tmem208	1.00966	H3K4me3
E2f4	4.43785	H3K4me3
Surf4	9.9489	H3K4me3
Surf2	3.47533	H3K4me3
Dnajb9	13.086	Bivalent
Naf1	2.39852	H3K4me3
Yes1	1.13731	H3K4me3
Ppp1cb	32.5976	H3K4me3
Gorasp2	12.7161	Bivalent
Tsen15	7.83002	Bivalent
Oc90	0	H3K27me3
Efr3a	2.12167	Bivalent
Trappc2l	1.82071	H3K4me3
Acsf3	2.15329	Bivalent
Ddx19a	8.60521	H3K4me3
Galns	1.48868	H3K4me3
Gata2	0.0283145	H3K27me3
C8g	0.118459	H3K4me3
Entpd2	0.0156863	Bivalent
Rabl6	80.4224	H3K4me3
Ptgds	1.97582	none
Edf1	65.8126	H3K4me3
Clic3	0.0440444	none
Npdc1	20.7469	H3K27me3
Fbxw5	13.2622	H3K4me3
Slc25a13	0.587343	Bivalent
Ube2i	43.9992	H3K27me3
Tsr3	5.31554	H3K4me3
Unkl	3.24837	none
Lrrk1	0.1588	Bivalent
Aldh1a3	0.0407612	Bivalent
Actn1	43.7935	H3K4me3
Sirt2	5.22678	H3K4me3
Hnrnpl	23.3167	H3K4me3
Nolc1	20.8901	H3K4me3
Casd1	12.6609	H3K4me3
Cnksr3	0.122788	Bivalent
Mtmr1	5.1995	H3K4me3
Hmgb3	8.39509	H3K4me3
Map2	442.676	H3K4me3
Cyp2j9	0.27192	Bivalent
Nipsnap3a	0	H3K27me3
Abca1	0.801663	Bivalent
Nipsnap3b	0.449421	H3K4me3
Lage3	1.32569	H3K4me3
Ubl4a	9.57183	H3K4me3
Gdi1	86.0687	H3K4me3
Sash1	3.44381	Bivalent
Gadd45b	2.76562	H3K27me3
Slamf6	0	H3K27me3
Slamf1	0	H3K27me3
Zdhhc12	2.83432	H3K4me3
Endog	2.7747	H3K4me3
Cybb	0.0064177	none
Golga7	7.50755	none
Xk	3.84349	H3K4me3
Pcolce2	0.182155	Bivalent
Cd48	0	H3K27me3
Clpx	4.8706	H3K4me3
Trabd	0.814172	none
Mov10l1	0	H3K27me3
Dennd6b	1.93863	H3K4me3
Cd83	1.19847	Bivalent
Cltrn	0	none
Ace2	0	none
Gzmb	0	none
Gzmf	0	none
Gzmn	0	H3K27me3
C4a	0.0469161	none
Ager	0	none
Atf6b	1.71651	H3K4me3
Egfl8	0.322694	none
Notch4	0.548366	H3K27me3
Ppt2	7.92072	none
Prrt1	45.4737	none
Rnf5	8.607	none
Fam163a	0.736663	Bivalent
Cacfd1	3.48598	H3K4me3
Hivep2	59.2781	none
2310057J18Rik	0	none
Arnt	2.33646	H3K4me3
Itga2	0.0098684	Bivalent
Mocs2	5.81301	H3K4me3
Nat9	5.51898	H3K4me3
Lpl	10.2449	Bivalent
Atp6v0e	1.46399	H3K4me3
Nkx2-5	0	H3K27me3
Zfp318	12.9955	H3K4me3
Ttbk1	23.6592	none
Srf	21.665	none
Gata3	0	H3K27me3
Gata5	0	H3K27me3
Lama5	0.126121	Bivalent
Steap1	0	Bivalent
Steap2	1.59424	Bivalent
Hspa8	298.22	H3K4me3
Serac1	3.65458	H3K4me3
Awat1	0	none
Pdzd11	7.94821	H3K4me3
Psma2	2.3467	H3K4me3
Mrpl32	12.1899	H3K4me3
Setdb1	4.84684	H3K4me3
Anxa9	0.0520292	none
Arnt2	37.1471	H3K4me3
Prune1	4.27463	H3K4me3
Cers2	0.788627	none
Nlrp5	0	none
Capza2	37.1935	H3K4me3
Plekho1	3.74054	Bivalent
Vps45	8.94663	H3K4me3
Prpf3	5.86122	H3K4me3
Anp32e	10.0738	H3K4me3
Aph1a	0.78446	H3K4me3
Tab2	20.6522	H3K4me3
Ppil4	7.70067	H3K4me3
Cnih1	14.3914	H3K4me3
Eps8	5.75086	H3K27me3
Med22	8.93834	none
Abo	0	H3K27me3
Surf1	15.9238	H3K4me3
Med28	17.6213	H3K4me3
Qdpr	16.9502	Bivalent
Gnrh1	0	none
Tnr	20.4339	Bivalent
Sqstm1	179.322	H3K4me3
Nfe2l2	0.278309	Bivalent
Rxrg	33.2162	Bivalent
Rxra	2.97717	none
Adamtsl4	0.322308	Bivalent
Fcrls	0.220432	none
Cd5l	0	none
Prpsap1	6.56455	none
Fam184b	7.28645	H3K4me3
Ncapg	0.119306	H3K4me3
Lcorl	9.29755	none
Lta4h	4.21785	H3K4me3
Amdhd1	0	Bivalent
Dstn	20.1178	H3K4me3
H2afy	27.617	Bivalent
Gtf2ird2	2.41512	H3K4me3
Bola1	13.5942	H3K4me3
Castor2	10.3805	H3K4me3
Fcgr1	0.0962486	H3K27me3
Ncf1	0.246823	none
Wnt11	0	H3K27me3
Adss	21.7144	H3K4me3
1700016C15Rik	0	none
Il17rb	0.189123	H3K27me3
Cacna1d	6.74035	none
Chdh	0.0721113	H3K27me3
Actr8	5.71537	H3K4me3
Lrrc27	1.00379	H3K4me3
Stk32c	64.1829	H3K4me3
Fnta	9.45768	H3K4me3
Mtrex	18.5658	H3K4me3
Lbp	0.282191	none
Celsr1	0.636337	H3K27me3
Fli1	0.0778004	H3K27me3
Stard13	1.20616	Bivalent
Tenm1	35.5452	H3K27me3
Camk1g	11.3022	none
Utp25	4.26011	H3K4me3
Hsd11b1	0.0914687	none
Syt14	5.45389	H3K4me3
H2-M3	0.145467	Bivalent
Lonrf3	0.667316	H3K4me3
Atp5e	27.2873	H3K4me3
Nelfcd	2.4212	Bivalent
